symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
NZSTF,NZX Ltd,0.649999976,FALSE,2009,,14-Aug,28-Oct,5,3,6,8,30-Apr,14-Jul,8.956597004,23-Aug,22-Oct,4,7,4,7,1-May,30-Jun,8.082637785,13-Aug,27-Sep,1,9,1,9,13-Aug,27-Sep,4.208655673,26-Aug,25-Sep,3,7,3,7,9-Feb,10-Mar,0.097316938,28-Aug,12-Sep,3,7,3,7,14-Feb,29-Feb,1.42640247
NYMX,Nymox Pharmaceutical Corp,1.980000019,FALSE,2009,,19-Aug,2-Nov,6,6,5,5,19-Aug,2-Nov,3.110433796,21-Aug,20-Oct,4,7,4,7,21-Aug,20-Oct,4.856316098,9-Sep,24-Oct,4,7,4,7,9-Sep,24-Oct,0.800046981,12-Sep,12-Oct,5,6,5,6,12-Sep,12-Oct,5.409583702,13-Apr,28-Apr,8,3,8,3,13-Apr,28-Apr,6.681542189
NSFDF,NXT Energy Solutions Inc,0.340000004,FALSE,2009,,21-May,4-Aug,5,5,6,6,21-May,4-Aug,13.25532236,19-May,18-Jul,6,5,6,5,19-May,18-Jul,6.487472474,20-Apr,4-Jun,6,5,6,5,20-Apr,4-Jun,5.349904744,5-Jul,4-Aug,4,7,4,7,5-Jul,4-Aug,7.355485893,20-Dec,4-Jan,4,7,4,7,20-Dec,4-Jan,10.95142709
NXPI,NXP Semiconductors NV,148.1499939,FALSE,2010,,26-Sep,10-Dec,8,8,2,2,26-Sep,10-Dec,10.27736925,12-Nov,11-Jan,8,2,8,2,12-Nov,11-Jan,6.847567351,26-Sep,10-Nov,8,2,8,2,26-Sep,10-Nov,6.756645498,20-Aug,19-Sep,8,2,8,2,20-Aug,19-Sep,6.311969452,7-Feb,22-Feb,8,2,8,2,7-Feb,22-Feb,4.913234778
NVR,NVR Inc,4290.27002,FALSE,2009,,17-Oct,31-Dec,9,9,2,2,17-Oct,31-Dec,7.05272669,2-Nov,1-Jan,7,4,7,4,2-Nov,1-Jan,6.31598494,17-Oct,1-Dec,8,3,8,3,17-Oct,1-Dec,5.664691233,3-Nov,3-Dec,6,5,6,5,3-Nov,3-Dec,4.096000905,15-Mar,30-Mar,8,3,8,3,15-Mar,30-Mar,4.898782717
NVDA,NVIDIA Corp,537.1500244,FALSE,2009,,6-Jul,19-Sep,8,8,3,3,6-Jul,19-Sep,12.61864311,23-Jul,21-Sep,9,2,9,2,23-Jul,21-Sep,9.72916212,28-Jul,11-Sep,9,2,9,2,28-Jul,11-Sep,8.785033371,20-Jan,19-Feb,7,4,7,4,20-Jan,19-Feb,6.594318975,10-Aug,25-Aug,6,5,6,5,10-Aug,25-Aug,3.779351866
NVEC,NVE Corp,51.40000153,FALSE,2009,,26-Oct,9-Jan,3,3,8,8,2-Nov,16-Jan,6.415643836,21-Oct,20-Dec,4,7,4,7,3-Nov,2-Jan,5.783098661,20-Nov,4-Jan,4,7,4,7,20-Nov,4-Jan,4.991398012,15-Jun,15-Jul,7,4,7,4,15-Jun,15-Jul,4.84049005,13-Jun,28-Jun,5,6,5,6,13-Jun,28-Jun,3.511111655
NRIFF,Nuvo Pharmaceuticals Inc,0.670000017,FALSE,2010,,13-Dec,26-Feb,5,5,5,5,13-Dec,26-Feb,13.14162768,24-Dec,22-Feb,7,3,7,3,24-Dec,22-Feb,15.38912503,13-Dec,27-Jan,7,3,7,3,13-Dec,27-Jan,15.61291411,27-Dec,26-Jan,8,2,8,2,27-Dec,26-Jan,18.87859232,27-Dec,11-Jan,9,1,9,1,27-Dec,11-Jan,13.90164572
NUVSF,NuVista Energy Ltd,0.649999976,FALSE,2010,,26-Mar,9-Jun,6,6,4,4,26-Mar,9-Jun,9.18267552,26-Mar,25-May,7,3,7,3,26-Mar,25-May,9.333266056,12-Mar,26-Apr,6,4,6,4,12-Mar,26-Apr,6.047718677,26-Mar,25-Apr,5,5,5,5,26-Mar,25-Apr,7.503114672,21-Dec,5-Jan,4,6,4,6,21-Dec,5-Jan,1.068167324
NUVR,Nuvera Communications Inc,18,FALSE,2009,,31-Mar,14-Jun,6,4,5,7,26-Mar,9-Jun,5.727456712,1-Apr,31-May,4,7,4,7,1-Apr,31-May,6.511094555,2-Apr,17-May,7,4,7,4,31-Mar,15-May,5.643697737,9-Apr,9-May,5,6,5,6,9-Apr,9-May,5.887802335,12-Apr,27-Apr,1,10,1,10,12-Apr,27-Apr,4.305616191
