,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
0,MYTHY,Mytilineos SA,7.099999905,TRUE,2015,,,,,,,,,,
1,MYTHF,Mytilineos SA,9.235600471,TRUE,2013,,,,,,,,,,
2,MYRPF,MySale Group PLC,0.141680002,TRUE,2016,,,,,,,,,,
3,MYRIF,Myriad Group AG,$0.30 ,TRUE,,No data fetched for symbol MYRIF using YahooDailyReader,,,,,,,,,
4,MYGN,Myriad Genetics Inc,16.67000008,FALSE,2009,,15-Aug,29-Oct,5,5,6,6,15-Aug,29-Oct,6.579565428
5,MYRX,Myrexis Inc,0.039999999,FALSE,2009,,9-Dec,22-Feb,5,4,6,7,21-Nov,4-Feb,13.82498797
6,MYRG,MYR Group Inc,49.08000183,FALSE,2009,,10-May,24-Jul,6,6,5,5,10-May,24-Jul,3.530933754
7,MYOV,Myovant Sciences Ltd,19.37000084,TRUE,2016,,,,,,,,,,
8,MYOS,Myos Rens Technology Inc,12.11999989,FALSE,2010,,4-May,18-Jul,2,2,8,8,4-May,18-Jul,9.182802388
9,MYO,Myomo Inc,5.309999943,TRUE,2017,,,,,,,,,,
10,MYOK,MyoKardia Inc,224.9100037,TRUE,2015,,,,,,,,,,
11,MOYFF,Mynaric AG,73.05259705,TRUE,2020,,,,,,,,,,
12,MYMX,Mymetics Corp,0.052000001,FALSE,2009,,3-Feb,18-Apr,5,5,6,6,3-Feb,18-Apr,8.738600194
13,MYMMF,MYM Nutraceuticals Inc,0.039999999,TRUE,2018,,,,,,,,,,
14,MYFCF,myFC Holding AB,$1.48 ,TRUE,,No data fetched for symbol MYFCF using YahooDailyReader,,,,,,,,,
15,MYE,Myers Industries Inc,17.15999985,FALSE,2009,,23-Mar,6-Jun,5,5,6,6,23-Mar,6-Jun,10.18885718
16,MYRSY,Myer Holdings Ltd,1.370000005,TRUE,2013,,,,,,,,,,
17,MYGSF,Myer Holdings Ltd,$0.97 ,TRUE,,No data fetched for symbol MYGSF using YahooDailyReader,,,,,,,,,
18,MYCOF,Mydecine Innovations Group Inc,0.184699997,TRUE,2020,,,,,,,,,,
19,MICLF,Mycronic AB,22.75,TRUE,2017,,,,,,,,,,
20,MBCKF,MyBucks SA,10.69999981,TRUE,2019,,,,,,,,,,
21,MYSZ,My Size Inc,1,TRUE,2016,,,,,,,,,,
22,MYSL,My Screen Mobile Inc,0.0075,TRUE,2012,,,,,,,,,,
23,MXLGF,MX Gold Corp,0.064999998,TRUE,2016,,,,,,,,,,
24,MWBC,MW Bancorp Inc,29.86000061,TRUE,2015,,,,,,,,,,
25,MVPT,MVP Holdings Inc,0.230000004,TRUE,2020,,,,,,,,,,
26,MVC,MVC Capital Inc,8,FALSE,2009,,7-Nov,21-Jan,6,6,5,5,30-Sep,14-Dec,4.37727375
27,MVBF,MVB Financial Corp,19.84000015,TRUE,2012,,,,,,,,,,
28,MVPI,MV Portfolios Inc,0.129999995,TRUE,2018,,,,,,,,,,
29,MVO,MV Oil Trust,2.670000076,FALSE,2009,,22-Dec,7-Mar,7,7,4,4,25-Jan,9-Apr,2.538266724
30,MFSF,MutualFirst Financial Inc,$24.87 ,TRUE,,No data fetched for symbol MFSF using YahooDailyReader,,,,,,,,,
31,MUTM,Mutual Merchant Services Inc,0.0115,FALSE,2009,,5-Jun,19-Aug,2,2,8,8,5-Jun,19-Aug,25.90378664
32,MFDB,Mutual Federal Bancorp Inc,2.400000095,FALSE,2009,,26-Dec,11-Mar,8,8,3,3,26-Dec,11-Mar,9.422029654
33,MGROF,MustGrow Biologics Corp,0.333350003,TRUE,2019,,,,,,,,,,
34,MBIO,Mustang Bio Inc,3.089999914,TRUE,2017,,,,,,,,,,
35,ITTRF,Must Capital Inc,$0.05 ,TRUE,,No data fetched for symbol ITTRF using YahooDailyReader,,,,,,,,,
36,MGVMF,Musgrave Minerals Ltd,0.360000014,TRUE,2020,,,,,,,,,,
37,MSLP,MusclePharm Corp,0.180000007,FALSE,2010,,6-Mar,20-May,4,4,6,6,6-Mar,20-May,19.86169729
38,GRIL,Muscle Maker Inc,1.980000019,TRUE,2020,,,,,,,,,,
39,MURZY,Murray And Roberts Holdings Ltd,$0.77 ,TRUE,,No data fetched for symbol MURZY using YahooDailyReader,,,,,,,,,
40,MURSF,Murray And Roberts Holdings Ltd,$1.10 ,TRUE,,No data fetched for symbol MURSF using YahooDailyReader,,,,,,,,,
41,MUSA,Murphy USA Inc,129.5700073,TRUE,2013,,,,,,,,,,
42,MUR,Murphy Oil Corp,9.359999657,FALSE,2009,,5-Sep,19-Nov,5,4,6,7,5-Sep,19-Nov,4.72636703
43,MURMF,Murchison Minerals Ltd,0.045899998,TRUE,2012,,,,,,,,,,
44,MRAAY,Murata Manufacturing Co Ltd,19.52000046,FALSE,2010,,12-Sep,26-Nov,7,7,3,3,12-Sep,26-Nov,8.806384694
45,MRAAF,Murata Manufacturing Co Ltd,78.69999695,TRUE,2012,,,,,,,,,,
46,MMNNF,Munters Group AB,7.349999905,TRUE,2017,,,,,,,,,,
47,MUNMF,Mundoro Capital Inc,0.129999995,FALSE,2009,,2-Jul,15-Sep,5,5,6,6,2-Jul,15-Sep,7.346650743
